index,signature,time,phish_type,victims,phishers,token_accounts,loss
1659,NaQkcX3yN2QbYXw4zx8eGQdKdMTreK4YFbi3giFfs8119k33nbU1nbZerb9NwLNE8c8Br9FrvFyWT9oXVL4MmH3,2024/3/16 13:12,ISA,7dNsaRp1VQWmikxWPjeALzvexBWD74KfJbEnwX3tZqdj,CaNCU6LiZUKc7Su3avu5jDbdDXdKeAmv625c4M11111,4hMkNZXQkN1wkJNcmHtP4qPA5hGpc7wUE7wsNBcGY3vJ,"[('AQyNjFh1mdPZNpCJdrRdvm9Z6kkarWJM1L6UF33FrAeK', 8261.760635563), ('sol', 2539280)]"
1660,5u2fJwok7yHjEi6DN2oCRSDnwGGrCmTNv5sep7ctXCCyN4TV7XpuVeGhiu3jfrgn7HhE8z4Td6EcVg6qWj2YXfij,2024/3/16 13:12,ISA,7dNsaRp1VQWmikxWPjeALzvexBWD74KfJbEnwX3tZqdj,CaNCU6LiZUKc7Su3avu5jDbdDXdKeAmv625c4M11111,CgsPrMDq9x2EEkATz7wAeiYMc7SWCbQKrbcA7m9JjLZb,"[('pawSXHWsonrTey4SX7tz1fM9ksuLpE13Y54K57ym4Rg', 669.944028), ('sol', 2539280)]"
1661,33wwPk3ThZgyfWaojFo3P3cpZqQKshzeE13a8Fq5DXBE7Z5BrQJ9GNY1vG6qVrJWFQMuLkMVwxm5P2mjeSFJTfqh,2024/3/16 13:12,ISA,7dNsaRp1VQWmikxWPjeALzvexBWD74KfJbEnwX3tZqdj,CaNCU6LiZUKc7Su3avu5jDbdDXdKeAmv625c4M11111,B5yJynmwendqXdznbJR25hzUrFBTt8UghFdFibcKjs7U,"[('FJQZMSJuaAR5QueXi2txBnVomrdf1iJKbMSGFVa97APE', 75109.708935259), ('sol', 2539280)]"
1662,26h3LnGxU2XRKTbR7phsLEroYbM4jZbnL49584CRRiNX1EVXPcTLVnAXdS81HbCG991mq938dVhSXtw1x2961W9K,2024/3/16 12:42,ISA,CvhniWXJn36BCKtZRLHAGjLisAT5v4ehhoBEHYCAa7Ud,CaNCU6LiZUKc7Su3avu5jDbdDXdKeAmv625c4M11111,6BKG1vLyahgaew9ormguMGd2NnBjHkUdtfyZHprwXNpy,"[('GRFKaABC518SqXMvBpAVYUZtVT3Nj4mYk7E7xU4gA5Rg', 14733.516167477), ('sol', 2539280)]"
1663,diLcAvzKEZMhTQAQcTYqbnnJbwEAf9qj8KwfH5hg9nK8hqTzUUNrtLCSs2h9RiJkSbyK2HqYZoAhHDu1WnNokPX,2024/3/16 13:12,ISA,7dNsaRp1VQWmikxWPjeALzvexBWD74KfJbEnwX3tZqdj,CaNCU6LiZUKc7Su3avu5jDbdDXdKeAmv625c4M11111,9va2ymXa4NSuxiNvoSGaxLDCFfhLLqnUaxPYAkFMyXtH,"[('5V9qpFo8NMFyhYHbrqY2c1TJrvzZSnRJAdj4ryPVB18n', 1343.292957), ('sol', 2539280)]"
1664,bCQ9jBazGY9LQRLVQsU8Rj5d2pbGyStiCzfVScodNNRMW576sLjpDjzzG7USu2HmZ9aAUFsyXdkQKcRAMTQUytq,2024/3/16 13:12,ISA,7dNsaRp1VQWmikxWPjeALzvexBWD74KfJbEnwX3tZqdj,CaNCU6LiZUKc7Su3avu5jDbdDXdKeAmv625c4M11111,9CTfpxVPPAmjZ9TaqgJA8eugcvEvijNhCs5hK6BRHEYF,"[('3p96XbVMC4id1hN63TU9HfrP6cWPHa7nRSi2DGM3t1qm', 382521.97592), ('sol', 2539280)]"
1665,35qmE5eRbxf2N4tAMo83icySZX58Bci8LDfqibzsu4DgSZ1TYXEkoSbwcAcWSdhRhJFiX5m5qqXYSN9QX5DXMj3j,2024/3/16 11:45,ISA,CbCbb97dwHpaAPmiHb51WyHoBv5iPvmXyXp54qdzbRTD,CaNCU6LiZUKc7Su3avu5jDbdDXdKeAmv625c4M11111,BqexAfo8jNzVKs3L2zzpSVgnXAyMJUJpdfBNiKf8K4Qn,"[('9PyVDeNxpoejq5gF3JAQ7NiBbDnnwM23W31YPqD3AjPw', 2131902.340274), ('sol', 2539280)]"
1666,4wYJTse9fudLiBudGCXdJDMNm6voMbJWjUo2XDVCUxrvDhXGfeXqMDvvQftadrbfYCnNtdHCJGhBXpy4U6d5z2sf,2024/3/16 11:44,ISA,BkdHTeZX6yTd4PD4bQVQGz1M27R61Ceh1ZJogiNqrkwb,CaNCU6LiZUKc7Su3avu5jDbdDXdKeAmv625c4M11111,6Nr2rBrwxiWFhe4Lstz5z95wr5nr4QtfJDbNK1RaPBpT,"[('SLRSSpSLUTP7okbCUBYStWCo1vUgyt775faPqz8HUMr', 3e-05), ('sol', 2539280)]"
1667,uHdMbFjYU45omvgEfArQZJGeLDwUJ3nz1ciGjfY29ewQ4fqD3uWCDKSPJNTNrUuYVvroVJ7t2nFs8BGy1N34Fs8,2024/3/16 10:17,ISA,8dHrDgjhMA9MrbQviU1Y26REp81deUKfbc9vcpRFfjo9,CaNCU6LiZUKc7Su3avu5jDbdDXdKeAmv625c4M11111,Fs3WUhaqryx4qxkmY98eD75if325eqspZBQzmQ4fcLYf,"[('6TC3Nj94aEFK7ZzZ5QWUk29aUeym4TQYcqntW4z8Q88x', 5900.964963835), ('sol', 2539280)]"
1668,3Hm5uFwp4Jg6A2r9ZUmM7tkd3Cp1u5jxRqaNkzQYvHDG6fSAibAiKCXV8awz8bZvHuGU8ZdkAwe2DRxgaHG5TE5W,2024/3/16 10:17,ISA,8dHrDgjhMA9MrbQviU1Y26REp81deUKfbc9vcpRFfjo9,CaNCU6LiZUKc7Su3avu5jDbdDXdKeAmv625c4M11111,95vEbeJyuKZEQnaWwrRc2b5gcPBx6doX2GZm3F2BjwCV,"[('2BKiPi4sxd5bq7FZ93Y8hh7pndpU1d7tF49P3vvQg7qu', 1456.330405), ('sol', 2539280)]"
1669,2FhSdAotuNwzsqxx2oczRPkmEPToNcmBLB72hVBybwNxkar5FUUJcjKC9mTm7SfVvXYZbu7TDaHqRKfAj71piGYC,2024/3/16 10:17,ISA,8dHrDgjhMA9MrbQviU1Y26REp81deUKfbc9vcpRFfjo9,CaNCU6LiZUKc7Su3avu5jDbdDXdKeAmv625c4M11111,4FQHwT1GKFRvzMr4k9qTP2ybeCW8UAwipNWoB1dGQKdy,"[('DFFu9t8euSow5e7LAREg8Q6ULAaMDPk6tj5zAX1iDsfM', 45242851.59844867), ('sol', 2539280)]"
1670,wZTW1YbhZmhoZatJJJYsNrBCeqmCW8CTTydN7nXCLQdFrb5i9pZaPPvz4mVnur58BzQ7w4Y2rM8VV75juKpSV5L,2024/3/16 10:17,ISA,8dHrDgjhMA9MrbQviU1Y26REp81deUKfbc9vcpRFfjo9,CaNCU6LiZUKc7Su3avu5jDbdDXdKeAmv625c4M11111,ApvXfUhWLx4mByjr4i1J9dPEsHSzCxRWTSCPyEdwFrWE,"[('FdGoS1Dok5CLnS8fVSmj5A92uY1yhzdTC2ZxuLJdkwgs', 38628.619161), ('sol', 2539280)]"
1671,58vC7Vhu6m73VxfsUZvdfQV3GfDUnQNWaWZmh8fRMhwVojb4mgegA1KYVULdgAPXk8fKRrHxwM3sp5yEig8At52L,2024/3/16 10:17,ISA,8dHrDgjhMA9MrbQviU1Y26REp81deUKfbc9vcpRFfjo9,CaNCU6LiZUKc7Su3avu5jDbdDXdKeAmv625c4M11111,FgRFTSp3SXTyivpAEaetmt7A6X7yg2vcqxyQHimCYJQR,"[('5hQNPc7T5LqxxGfsQxGJtRy5WuWnM5LVfKrm5svSThHS', 867.216281363), ('sol', 2539280)]"
1672,cJWc6kbaXsHdq4bD1onNqC2C3oYdLmyzd44bLFGRy4k9KQA2pR72EEQCkTkmJYNCcEjrBmhT2jWgrFRfRuaf277,2024/3/16 10:17,ISA,8dHrDgjhMA9MrbQviU1Y26REp81deUKfbc9vcpRFfjo9,CaNCU6LiZUKc7Su3avu5jDbdDXdKeAmv625c4M11111,CCXExqtMtfXHrEYMqa4CYAh9b3WVFEpQGk3q3QunP2oY,"[('98ScG19C5SB2EqysTEb982mUChJ4CDrBHfYtYhVmLQoY', 48486.402), ('sol', 2539280)]"
1673,3BQazvs9UwZNDdzct1kNUEL2Bzw3MDd6hosFBsD17FvPxq5f3gC3d8vrLH5JrCDEvhkczygKt9KLNNA6bdfT3Ne4,2024/3/16 10:17,ISA,8dHrDgjhMA9MrbQviU1Y26REp81deUKfbc9vcpRFfjo9,CaNCU6LiZUKc7Su3avu5jDbdDXdKeAmv625c4M11111,CkVtr4n2ATLCJQzjCkaDTwKhG5kFVCo58tAfnGUMPmRq,"[('7CDSedgHumkMB1iLwkKTuAvTi6iHjA5EmEv8SAdBJxD3', 4622.770711), ('sol', 2539280)]"
1674,2dQvMMvqyz1nBWPd5TwAZHiDcMXdYLYUQPtoyebZUdKFonmnt5RkdL3marSEsBpPgzacP36GCL5Uw5gg5DNL5Csz,2024/3/16 10:17,ISA,8dHrDgjhMA9MrbQviU1Y26REp81deUKfbc9vcpRFfjo9,CaNCU6LiZUKc7Su3avu5jDbdDXdKeAmv625c4M11111,GUKhXyhSk3NuWdDRr4UbCCdUoyRxiZCsfc9dHSjQecFv,"[('J7PafwEiYZymSm7AjxSveS6YumtnJKR2r3kuL9TT4fHe', 60593.346674), ('sol', 2539280)]"
1675,3RfszhNprCra6wjHyMZF4qmcsZxgoPYbZXkaA8K5NcdUfTTR27HvM4U3q1TQAhvEY8ad6VVi6vjPXwihq3ePHBzu,2024/3/16 10:17,ISA,8dHrDgjhMA9MrbQviU1Y26REp81deUKfbc9vcpRFfjo9,CaNCU6LiZUKc7Su3avu5jDbdDXdKeAmv625c4M11111,DBbd2gE4HizTgNWziKWsVzG6LxYgtzYfnfZtwUMsJNFE,"[('12B6Bur3anxEEXznkrnuPG2ZVkafW2PyMikXd7vvpKm1', 416651.127576764), ('sol', 2539280)]"
1676,VWf4iy6tAEZbsNo5wzmSWW2NwfFDjHvpMEHJyXNiZexxHRVJY9Zs3zBFyq2uBx6SRKGNmca8Ujqznwm5M3k9Vby,2024/3/16 10:17,ISA,8dHrDgjhMA9MrbQviU1Y26REp81deUKfbc9vcpRFfjo9,CaNCU6LiZUKc7Su3avu5jDbdDXdKeAmv625c4M11111,7scRP6upRRT98bgnMGGqPudzDjFiC2coTvwsVBgKQCoi,"[('5Rz3KRLPiBS5KJCDm4htyxQqvpGznBGZbygg9ZBBDHWH', 463058.670680347), ('sol', 2539280)]"
1677,4AdCLaeQtHWxhmvZyWbzC5CdmMNxAVm21VLdrwzpL3h2HxYZt7bZV6cs1Vsd4P6D69cYTdHpnVJia5Erbj5P7PH4,2024/3/16 9:52,ISA,CaedvF3inwdxAmmLFr514bWaHA8BiHtfc1sVcZmj7UVN,CaNCU6LiZUKc7Su3avu5jDbdDXdKeAmv625c4M11111,B4jYTPqY25xr1C7dUwLVMY1N7oefZd6GuDZJVQfMjopt,"[('DeG237cLU3QWhH4fTzyB5ciFHJ6cQ4ZifYeppxTasbgo', 35639207.90629), ('sol', 2539280)]"
1678,53YweQq7QQNqh3J7ecJWLtSYzjDvLxzkT2Q2ZgzLn43BbAEueSjaMVn9qLcfBdVMdju2tFB94L24WGVawAzLmMKq,2024/3/16 9:52,ISA,CaedvF3inwdxAmmLFr514bWaHA8BiHtfc1sVcZmj7UVN,CaNCU6LiZUKc7Su3avu5jDbdDXdKeAmv625c4M11111,93sj5A5Chh3DkNkVsGqfD729zPXFK4H6UHWwVkceRXy,"[('HCqWBNzEwZZL6acrLcVYw7JkpZj32joPB8gS2Px2M33Z', 1709.691404781), ('sol', 2539280)]"
1679,43psPHMLSqfChjZ1M7H7wZEMQ8uCGiQ7BfCAsNqVe7iFo5ee5VEmzyGkCJjRN5BqaG25ccVYX7XnChHawybRpUYR,2024/3/16 9:52,ISA,CaedvF3inwdxAmmLFr514bWaHA8BiHtfc1sVcZmj7UVN,CaNCU6LiZUKc7Su3avu5jDbdDXdKeAmv625c4M11111,J2f7C75vLnLv7hnhFzw41qPov5D43mmWsZEwieDf7wWU,"[('Bv9KhfV5gTB35AxiuZUAsdF7zZr4wQwKUygdjnMnVACF', 14801.802043756), ('sol', 2539280)]"
1680,4Wf6vKR7ztXu6mrVNyJ6j74rUjMEZBupdECEuCz94saQXmxWynB2yXAgHiSfYThumt6gqT15hM7BVnihkWrrnHFj,2024/3/16 9:32,ISA,97UiXFG1Kw3AcWEyjXFNxag9WCYa5Q8S6UpnVJEdt7Gm,CaNCU6LiZUKc7Su3avu5jDbdDXdKeAmv625c4M11111,7acVmccqWuUAosLy46jdanWueyejz4EWDxoLU9cKL5L3,"[('A8N2i33hj42SxWdagbcxAy8aULY9Hqz6sw44ra7tA6p', 718.432308), ('sol', 2539280)]"
1681,gKNhKfDbXpC7KSzWd5Zch7CLfyVoY4okH3LhuGXm5A9GyL4cvJWsv3VctwpYBcSDnKM5ERRtkWTwaUuzVzkKvXc,2024/3/16 9:31,ISA,97UiXFG1Kw3AcWEyjXFNxag9WCYa5Q8S6UpnVJEdt7Gm,CaNCU6LiZUKc7Su3avu5jDbdDXdKeAmv625c4M11111,9HU33HoUTkC1GaJXPi45QNaRHEP98cW7VAmUNxbHGJfX,"[('8QCdHbCchQJVtUctss7E115oFWBJggRz1L5LfQcvCeyn', 838.781334), ('sol', 2539280)]"
1682,3Vqa6GsMoF7DNGkHijJKiwsdDiEw1abNacdQEeBoh5jhr4LaasDmz6cDFv5csgqyNLQg12h3CEqAGkoBv4e11pY7,2024/3/16 8:05,ISA,6TtEWfD2MHmd471WQLFGn8QhbHnsdC4zw4ExrgobRvmW,CaNCU6LiZUKc7Su3avu5jDbdDXdKeAmv625c4M11111,CN1yE25NQAqFcqzaQtPdtwzrWHmakT5hmDw3sLGAoUwp,"[('DPYqUz6NkttRFPnsXkzWuPMNHX8iPkEc68NyMCg3YZdr', 26541.278811101), ('sol', 2539280)]"
1683,3dcwYF2SUS78LLb8crs2J6Avgx63y7HTv7EvCQMbXt1czpjDBM3gzqtEuHBhb8KhVs3BJkFPFm78TD4u6oodVc4B,2024/3/16 8:05,ISA,6TtEWfD2MHmd471WQLFGn8QhbHnsdC4zw4ExrgobRvmW,CaNCU6LiZUKc7Su3avu5jDbdDXdKeAmv625c4M11111,9NuvthaDM4Dqd92m5yXhN7Xh3943ndYTh2mB4i5ngQ4m,"[('6miTgRtJQQKMHTkCHBxk1JraiAf6mtXykBKwac4eobpK', 84462.878457), ('sol', 2539280)]"
1684,4vZU6fySWRV7kxHgTHacAR8KwgxXpt8qwzw4LyYGPTnyXUkDXGvqq6WNbUUSiXB5C73Ne1yvshjrHLiqd5bhdcjx,2024/3/16 8:05,ISA,6TtEWfD2MHmd471WQLFGn8QhbHnsdC4zw4ExrgobRvmW,CaNCU6LiZUKc7Su3avu5jDbdDXdKeAmv625c4M11111,DudmAruABUKFW8CkGYhsBQ2qZcEwM3b3dhVEw6632fhK,"[('Fas3JKMGz7WcstyP6hi8hA1PB4yn99RQxFoMDWyyh2bW', 46571.9178823), ('sol', 2539280)]"
1685,2bm2WNfid2c1rh1Q7szWr3B8GUA2VvG6wYwR9qostS7Tq5w7GdB8HhrR8Fp4pz9EXAEEnAV5EmeKRu8dxo9Gzjrg,2024/3/16 9:52,ISA,CaedvF3inwdxAmmLFr514bWaHA8BiHtfc1sVcZmj7UVN,CaNCU6LiZUKc7Su3avu5jDbdDXdKeAmv625c4M11111,Abpf99tXctgppFnfaHEqTwjdnutfhjyLoJ56hXPn9fS6,"[('CBSXCSVp3QEDU4jU8B2ivugwLhoJEuNvUD1vTZYgAxE9', 9274132126.4), ('sol', 2539280)]"
1686,H3sEH5s1iWnPDa5XQsNmJpFKhBMu1S7itnpBEpwr9D3D7Fcw1kqhDci91xSVexffoCXTD6EPoLzNgq8vm9EiLos,2024/3/16 10:17,ISA,8dHrDgjhMA9MrbQviU1Y26REp81deUKfbc9vcpRFfjo9,CaNCU6LiZUKc7Su3avu5jDbdDXdKeAmv625c4M11111,9UbAktHKiNmSTrSPkzuEd59WSMwT7vjkh63VhaAv2jmV,"[('4hTj8oDnEUWQdeyDEZhvN6jqto2oyhVSZ2umTKdB2THZ', 237916.886300498), ('sol', 2539280)]"
1687,RfpcuoGz9KvAVDP1jjM9mVQsinR28ooMTFqJmFC2NE3thX9SVpV6zWB4H88kyKi7TDRGuBrrHhczQ4YjUUe4USr,2024/3/16 14:15,ISA,BfD35M1uvsJMTXZwyaJWSDWefgeBF3LANRThaDrjhj2k,CaNCU6LiZUKc7Su3avu5jDbdDXdKeAmv625c4M11111,QpuY1sk4nuRtapX33ERMWEbkJrKG8dMGad2JbnvFuyp,"[('EW4pBTr1xN2jjZMkpnWuSW5mcq18wf2GkE78mQC3Z1zq', 7059.209239021), ('sol', 2539280)]"
1688,WnPmikzdM72DxBGLwm7BtXJTRJvFvY9nFdPN7FhzMJZtiMvkH9DmsX4RWzPgdn8PQRtLaU56SuGHAMiVtDmuTAv,2024/3/16 13:12,ISA,7dNsaRp1VQWmikxWPjeALzvexBWD74KfJbEnwX3tZqdj,CaNCU6LiZUKc7Su3avu5jDbdDXdKeAmv625c4M11111,GGSWgven29Rdc68guW63GD46y8Z7bLgXrGCsK5um9DAv,"[('6kRZaPpgmee62yx8u3VSC6Kz5bDHB6XxXZEtRxKjpRc2', 39798.50427), ('sol', 2539280)]"
1689,3BUriStLAY1wnuJ3XMkUfcnKLG8uaj5g3yeeZNm6Fzp5dCpvRkooL98AsJg5QJh6Y1nJv6WV6d2h6WyBZJZGvp9e,2024/3/16 15:04,ISA,E33diqQnG1VQvw9WwGBeBgmsZCedixNk7i8JcQBcvVy,CaNCU6LiZUKc7Su3avu5jDbdDXdKeAmv625c4M11111,CmwNBrgUbWPD22AaabLNjM8EDyAWSMM2odLTtFSKsCjN,"[('2ioyweEeV4xJCkFJvh868X9iP3L6Q31MVCawfbJLRTHq', 0.795363328), ('sol', 2539280)]"
1690,5GcwA4y5qz48eFgECBHu6uwQNiHTVisejZPCLHsGphMrsZKJXULwEq9VKAR4UALgwG8CqnruG9Q7QGN2L1VZ3P3r,2024/3/16 22:29,ISA,Hkoiy5GjRkF7e78absHvWx7wwqSh2aGoAGPpY1Rbzoq8,CaNCU6LiZUKc7Su3avu5jDbdDXdKeAmv625c4M11111,J8pd3odHek4Yfz3TY3yNDLREwtGEFRKGrp2VU8jkcWcV,"[('EBLtsBAssMk8Tm9y1HRq5PkWDd6FmCUPCZLUyWoiw1ow', 1.0), ('sol', 2539280)]"
1691,575yrbmHHQZuesCjfNmJYN7jSdgcNQKijRjQj41ewv7hfGAJrMVGBztP2tSdHLHcMe7fhCuBEYGrGgYXUSdjN1Dh,2024/3/17 5:17,ISA,42J34RUqRvZa3pD63twMXkC1EPWUvT1ziVrfyrXHaFhY,CaNCU6LiZUKc7Su3avu5jDbdDXdKeAmv625c4M11111,8ASBaQDGt3xAkoWiTZEeQLUrDpq8tcRYQJRAY2eqUXC9,"[('5K3oPCftJPzBDRxp53wvzVmjDybVgtuaSmkRSffQXjiB', 0.78352963), ('sol', 2539280)]"
1692,59ut7wVtQWcQG5bvnb4gyK11TNY8sLBKcdk93Kf7swz7yLnHv3zMV4rH97L3BKKvgMnNmh6yQpCofeMZh6c76yuK,2024/3/17 5:17,ISA,42J34RUqRvZa3pD63twMXkC1EPWUvT1ziVrfyrXHaFhY,CaNCU6LiZUKc7Su3avu5jDbdDXdKeAmv625c4M11111,FZ931bTvWVdnt8Big1QEnoqxhamzrfH2zB5LpT9VppPK,"[('6tTZX2D9DDKz1jbiBTJECjKqkJCszxwyqoXcr4bq8i8H', 5741594619.5), ('sol', 2539280)]"
1693,4VDQPRmwjGSNLnFRgfSqw8UGnZdGz5FDjPN21NgkfCL9vsrzypPtyNXtkbitG3AWnZR32JuFUH2XqpVF7hsvDc3r,2024/3/17 6:15,ISA,2gewGWShgacQgLCbVGfDxx55ixZC3TNN9DKUqcTuDP9Q,CaNCU6LiZUKc7Su3avu5jDbdDXdKeAmv625c4M11111,6ZjcVCKPMers67oMmDqiermejNWYjkeUUer66Hvtgty7,"[('4G86CMxGsMdLETrYnavMFKPhQzKTvDBYGMRAdVtr72nu', 1210957.901125), ('sol', 2539280)]"
1694,WvjaYBZeaRod8q5CGaZmxJ5hichM7D4V81zQ8L9yuh5W3waZYtppcxLBsSWEzPCK86fuNtQxaSCE7mFGYBshQNm,2024/3/17 7:07,ISA,3jiqFs3wGCAu7gGj89QpVHv8tyvKPo7nxj6r7e8Y3boW,CaNCU6LiZUKc7Su3avu5jDbdDXdKeAmv625c4M11111,FjfDTphWuDUmioHi3Xoq6beGsDuD4DF9Fsk8CZJ649TY,"[('8iSagwHZNj4Hx4CMeoZwLLMVbWt4mUT6qk42TxiHkRtn', 10.157426), ('sol', 2539280)]"
1695,58P4ombdaxAxdQ9LmkjDsfJuVqNc7DSyJ56vdZoRHG6oQoYutikBXNZxsCUb9fQtvKipYV986dxJDAfxLeU6ukbs,2024/3/17 8:59,ISA,56TgittRJCfNMBUZTmqjJNhz8TbJ94JVvgviZPNme68J,CaNCU6LiZUKc7Su3avu5jDbdDXdKeAmv625c4M11111,8hT6BWo83Mahs1bRAVVxYMxN3kovD2bAe8iyhAeWXdfe,"[('89ANUnyMToTe56hCf3726SaiUwNrbbppaU5fT2YGUmVy', 22241.8796), ('sol', 2539280)]"
1696,61jRai5xJGMQ68E2HmnzNkc3Q9MGrdkrU57cRVFWxH88u5hGd1sgCWPG69DPjSSjwFKh71LoQ9r3QFYqCCnnKWXp,2024/3/17 10:07,ISA,3ceu4tn6j1ZZeig4DZQhteyKHXtidQfq8E5mf9iDDPmL,CaNCU6LiZUKc7Su3avu5jDbdDXdKeAmv625c4M11111,JD43xBwQzoWk95evsaWFix1ZweeFwKciVZorPGh3hT9o,"[('8a63YTeJqaupkausvcVnHcu7fatYn9UxXfgr4VUnNjeQ', 30978.458061), ('sol', 2539280)]"
1697,4frLCfaDvVL3gCjJia2QkBTDEKeaGZUYApXQ2nsFNYWcULQUA8Q1uYKNEwS1TsM1q6qvpwTZW68tPjGhNvpg8GwF,2024/3/17 10:39,ISA,33QxMPhQxs461F5YLHS9xjKEuyAcuzoTddHSSnQHGh98,CaNCU6LiZUKc7Su3avu5jDbdDXdKeAmv625c4M11111,FeoPb7S6pJPgLhRwV4VQpAssZkrdkcMpHoSWYr8243fN,"[('CWyTVNkcqBeESsWaBNdER2N4ZbJiZEM3fznVUPuHYJ3g', 2340.666652), ('sol', 2539280)]"
1698,4M9cEsYBHRNUP6SFioQL7LLLwd1k3cXV58iMFeooFGNxKGdWFb8ZhZD1E5Zr2HbS5hmZgYNLNczHpfhvs9SSZAaP,2024/3/17 11:36,ISA,DMgYC9B3SFhodaoQWascHuuiUFFnoApaCGuxU33iyg4k,CaNCU6LiZUKc7Su3avu5jDbdDXdKeAmv625c4M11111,EHuFjgmis16fAdR4dKkdXeDeVoHbcJG9yxnJbA6R4Qfb,"[('HKeHmqrseHS2SoZYjcjE6Qjkcm8CkUTwkfcGLYHBK4T8', 500029668.527455), ('sol', 2539280)]"
1699,4w1v2YNNY5FbRUCAYVpXGBmkSPnbFGViV9yLtzBk1a8xw6opyw5uWF6q9vjmGb6iWrhx3XoFoAaZ6iGJyyPVptP3,2024/3/17 11:43,ISA,4eqWeTGkNxs2jYM3RtAntJE9A61YjDKsLaVCXMP4ap3B,CaNCU6LiZUKc7Su3avu5jDbdDXdKeAmv625c4M11111,5NrDvvvArR1YVS2rgQaiU8i2EP7VrRiURdwgehFZss8N,"[('9bGbiybTvWFB7jjNYyeJ46VUxrq8xVh2UhvfHHgQChbA', 28046.474160181), ('sol', 2539280)]"
1700,5coNpWayuKk5AmEah2pj86ZM53RArSkoAQX4zMnpdiSzZNMn8poM3qCvoKWTp8XUzWfG3bsXgMbHwRzkkU59oaNk,2024/3/17 11:43,ISA,4eqWeTGkNxs2jYM3RtAntJE9A61YjDKsLaVCXMP4ap3B,CaNCU6LiZUKc7Su3avu5jDbdDXdKeAmv625c4M11111,4iM94N6su2wjLGURzchCNF537XfzW9RGHMtD4gQYHM1s,"[('CzVLzhpdhEnGtsSVFwMVhSQy7MkBFjbPc8jyUnAnrps3', 29653.456420969), ('sol', 2539280)]"
1701,J91gih9Ybuj2ZDRXRUW4cuM6NDhL9QbcGA56t12DeGsSFW6inCPJk5KGq4bokzqVcTF7qdNybkwgQRHsVu2fpJG,2024/3/17 11:43,ISA,4eqWeTGkNxs2jYM3RtAntJE9A61YjDKsLaVCXMP4ap3B,CaNCU6LiZUKc7Su3avu5jDbdDXdKeAmv625c4M11111,5akchKEG8kTJpjhpBtpjTzuvFhwrGd5Nxhkp1aEe4ZBB,"[('D2jfDo1reAurUGiN2L9QVFyXYrLTQW5BMxWuajM37vto', 197027.669302), ('sol', 2539280)]"
1702,5wjajEMhZX6HoJakky9yzsMKitHfgH5mWmKfVzPxpvHouJksnTATQCzZHZuCsuejYBeEN5HanMqcb8SeNPCnmAYm,2024/3/17 11:44,ISA,4eqWeTGkNxs2jYM3RtAntJE9A61YjDKsLaVCXMP4ap3B,CaNCU6LiZUKc7Su3avu5jDbdDXdKeAmv625c4M11111,214GBPkbxALU6XGScvkBneiuWa129a4nVfvL5hMbkCaZ,"[('Gd42GtSNcoHz5EE2qqJvremFk1GycZknMw5NXBnj99Ur', 3503.932966853), ('sol', 2539280)]"
1703,45Eb5sETgH5TMCssxDJQ7gEBreasfjKdnbMNnAasaJnPp8vouHB1ed1FsjujMNUxTwzw12gyXwtxwR2tfa3EkRaX,2024/3/17 11:44,ISA,4eqWeTGkNxs2jYM3RtAntJE9A61YjDKsLaVCXMP4ap3B,CaNCU6LiZUKc7Su3avu5jDbdDXdKeAmv625c4M11111,AFdawYwWFUwAj8uhsNFh5HJPuN95Yg5mwMa5vRZgRYF9,"[('BdE5oUcQTvHhDfzTBQKuMY86ofQQiFvB5KVzGBYuc86j', 10914.408107), ('sol', 2539280)]"
1704,4NRCYA9JHNZdmp9pC3vFLyB4iyaJsWGw867QnxnUDVAMKbhsnT8Q6eVdZiSLX9SwmX9AKMeVUXgD9La47auV6aYT,2024/3/17 11:57,ISA,7CFKjvX646pe2GSkCnNzR3YzyYFbnv1cGBWKCAsuouAs,CaNCU6LiZUKc7Su3avu5jDbdDXdKeAmv625c4M11111,Dw4CcLXViebFa4NrGDfGYqrEzqWyeRPYbcC3wBGce3rk,"[('HGgyCRfbNoT3Hy5ALnGsjf4iKy5Mn2Vvv4kcphy8sLUb', 49.024199), ('sol', 2539280)]"
1705,53JBBaA4KvYnLaGArMXG65QG1TrRevfVQoR8GcegPiEBtmWXCBVUowV1Dq9vND1uYJd7HU1X2Ny1XKBf7sGbB8xE,2024/3/17 13:18,ISA,24YTeTBcADGh3ZgfqrecU12vKE3iDE5jT4J8PnbEwJkx,CaNCU6LiZUKc7Su3avu5jDbdDXdKeAmv625c4M11111,8jm6PZM1ABzQFBnjhj4J9FbhwnycRS9u1sQgBevjGMkM,"[('WHYoaBumcmxCqw38y2mjs4cVkCBgwiDizbMVvcejmGT', 432568.549471207), ('sol', 2539280)]"
1706,3R3rvW597UbgNcLCjYgndp1Abc96KkiEBKH4tpJRzYYzraBTnwkPgNkKaDvUzUEQzKUuXnPtNHnRG1w2SnXAcGZd,2024/3/17 14:59,ISA,EaKJEfT94aA7KzrwRfFZiRkJ7LqyMumcG8GVYUvrYNKJ,CaNCU6LiZUKc7Su3avu5jDbdDXdKeAmv625c4M11111,87CwUEgDXe9ANcyL2zf53uvbeerqsWkTgKb8LL17D8vN,"[('8bK9iS3R4NSUMyDsr21HiEiaub2cyriUmg2HZ46EbRq4', 105217.74), ('sol', 2539280)]"
